Model,Loss_Function,Status,Required_Config_Args,Error_Detail
AutoSOFTS,MQLoss,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,MSE,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,NBMM,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,PMM,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,QuantileLayer,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,RMSE,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,SMAPE,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,TukeyLoss,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,relMSE,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoSOFTS,sCRPS,❌ Error,['n_series'],AutoSOFTS.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,Accuracy,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,GMM,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,HuberIQLoss,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,HuberLoss,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,HuberMQLoss,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,IQLoss,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,MAE,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,MAPE,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,MQLoss,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,MSE,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,NBMM,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,PMM,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,QuantileLayer,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,RMSE,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,SMAPE,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,TukeyLoss,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,relMSE,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoStemGNN,sCRPS,❌ Error,['n_series'],AutoStemGNN.__init__() missing 1 required positional argument: 'n_series'
AutoTCN,Accuracy,✅ OK,[],
AutoTCN,GMM,✅ OK,[],
AutoTCN,HuberIQLoss,✅ OK,[],
AutoTCN,HuberLoss,✅ OK,[],
AutoTCN,HuberMQLoss,✅ OK,[],
AutoTCN,IQLoss,✅ OK,[],
AutoTCN,MAE,✅ OK,[],
AutoTCN,MAPE,✅ OK,[],
AutoTCN,MQLoss,✅ OK,[],
AutoTCN,MSE,✅ OK,[],
AutoTCN,NBMM,✅ OK,[],
AutoTCN,PMM,✅ OK,[],
AutoTCN,QuantileLayer,✅ OK,[],
AutoTCN,RMSE,✅ OK,[],
AutoTCN,SMAPE,✅ OK,[],
AutoTCN,TukeyLoss,✅ OK,[],
AutoTCN,relMSE,✅ OK,[],
AutoTCN,sCRPS,✅ OK,[],
AutoTFT,Accuracy,✅ OK,[],
AutoTFT,GMM,✅ OK,[],
AutoTFT,HuberIQLoss,✅ OK,[],
AutoTFT,HuberLoss,✅ OK,[],
AutoTFT,HuberMQLoss,✅ OK,[],
AutoTFT,IQLoss,✅ OK,[],
AutoTFT,MAE,✅ OK,[],
AutoTFT,MAPE,✅ OK,[],
AutoTFT,MQLoss,✅ OK,[],
AutoTFT,MSE,✅ OK,[],
AutoTFT,NBMM,✅ OK,[],
AutoTFT,PMM,✅ OK,[],
AutoTFT,QuantileLayer,✅ OK,[],
AutoTFT,RMSE,✅ OK,[],
AutoTFT,SMAPE,✅ OK,[],
AutoTFT,TukeyLoss,✅ OK,[],
AutoTFT,relMSE,✅ OK,[],
AutoTFT,sCRPS,✅ OK,[],
AutoTSMixer,Accuracy,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,GMM,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,HuberIQLoss,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,HuberLoss,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,HuberMQLoss,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,IQLoss,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,MAE,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,MAPE,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,MQLoss,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,MSE,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,NBMM,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,PMM,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,QuantileLayer,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,RMSE,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,SMAPE,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,TukeyLoss,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,relMSE,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixer,sCRPS,❌ Error,['n_series'],AutoTSMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,Accuracy,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,GMM,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,HuberIQLoss,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,HuberLoss,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,HuberMQLoss,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,IQLoss,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,MAE,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,MAPE,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,MQLoss,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,MSE,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,NBMM,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,PMM,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,QuantileLayer,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,RMSE,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,SMAPE,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,TukeyLoss,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,relMSE,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTSMixerx,sCRPS,❌ Error,['n_series'],AutoTSMixerx.__init__() missing 1 required positional argument: 'n_series'
AutoTiDE,Accuracy,✅ OK,[],
AutoTiDE,GMM,✅ OK,[],
AutoTiDE,HuberIQLoss,✅ OK,[],
AutoTiDE,HuberLoss,✅ OK,[],
AutoTiDE,HuberMQLoss,✅ OK,[],
AutoTiDE,IQLoss,✅ OK,[],
AutoTiDE,MAE,✅ OK,[],
AutoTiDE,MAPE,✅ OK,[],
AutoTiDE,MQLoss,✅ OK,[],
AutoTiDE,MSE,✅ OK,[],
AutoTiDE,NBMM,✅ OK,[],
AutoTiDE,PMM,✅ OK,[],
AutoTiDE,QuantileLayer,✅ OK,[],
AutoTiDE,RMSE,✅ OK,[],
AutoTiDE,SMAPE,✅ OK,[],
AutoTiDE,TukeyLoss,✅ OK,[],
AutoTiDE,relMSE,✅ OK,[],
AutoTiDE,sCRPS,✅ OK,[],
AutoTimeMixer,Accuracy,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,GMM,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,HuberIQLoss,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,HuberLoss,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,HuberMQLoss,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,IQLoss,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,MAE,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,MAPE,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,MQLoss,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,MSE,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,NBMM,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,PMM,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,QuantileLayer,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,RMSE,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,SMAPE,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,TukeyLoss,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,relMSE,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeMixer,sCRPS,❌ Error,['n_series'],AutoTimeMixer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,Accuracy,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,GMM,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,HuberIQLoss,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,HuberLoss,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,HuberMQLoss,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,IQLoss,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,MAE,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,MAPE,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,MQLoss,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,MSE,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,NBMM,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,PMM,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,QuantileLayer,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,RMSE,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,SMAPE,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,TukeyLoss,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,relMSE,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimeXer,sCRPS,❌ Error,['n_series'],AutoTimeXer.__init__() missing 1 required positional argument: 'n_series'
AutoTimesNet,Accuracy,✅ OK,[],
AutoTimesNet,GMM,✅ OK,[],
AutoTimesNet,HuberIQLoss,✅ OK,[],
AutoTimesNet,HuberLoss,✅ OK,[],
AutoTimesNet,HuberMQLoss,✅ OK,[],
AutoTimesNet,IQLoss,✅ OK,[],
AutoTimesNet,MAE,✅ OK,[],
AutoTimesNet,MAPE,✅ OK,[],
AutoTimesNet,MQLoss,✅ OK,[],
AutoTimesNet,MSE,✅ OK,[],
AutoTimesNet,NBMM,✅ OK,[],
AutoTimesNet,PMM,✅ OK,[],
AutoTimesNet,QuantileLayer,✅ OK,[],
AutoTimesNet,RMSE,✅ OK,[],
AutoTimesNet,SMAPE,✅ OK,[],
AutoTimesNet,TukeyLoss,✅ OK,[],
AutoTimesNet,relMSE,✅ OK,[],
AutoTimesNet,sCRPS,✅ OK,[],
AutoVanillaTransformer,Accuracy,✅ OK,[],
AutoVanillaTransformer,GMM,✅ OK,[],
AutoVanillaTransformer,HuberIQLoss,✅ OK,[],
AutoVanillaTransformer,HuberLoss,✅ OK,[],
AutoVanillaTransformer,HuberMQLoss,✅ OK,[],
AutoVanillaTransformer,IQLoss,✅ OK,[],
AutoVanillaTransformer,MAE,✅ OK,[],
AutoVanillaTransformer,MAPE,✅ OK,[],
AutoVanillaTransformer,MQLoss,✅ OK,[],
AutoVanillaTransformer,MSE,✅ OK,[],
AutoVanillaTransformer,NBMM,✅ OK,[],
AutoVanillaTransformer,PMM,✅ OK,[],
AutoVanillaTransformer,QuantileLayer,✅ OK,[],
AutoVanillaTransformer,RMSE,✅ OK,[],
AutoVanillaTransformer,SMAPE,✅ OK,[],
AutoVanillaTransformer,TukeyLoss,✅ OK,[],
AutoVanillaTransformer,relMSE,✅ OK,[],
AutoVanillaTransformer,sCRPS,✅ OK,[],
AutoiTransformer,Accuracy,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,GMM,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,HuberIQLoss,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,HuberLoss,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,HuberMQLoss,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,IQLoss,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,MAE,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,MAPE,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,MQLoss,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,MSE,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,NBMM,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,PMM,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,QuantileLayer,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,RMSE,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,SMAPE,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,TukeyLoss,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,relMSE,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoiTransformer,sCRPS,❌ Error,['n_series'],AutoiTransformer.__init__() missing 1 required positional argument: 'n_series'
AutoxLSTM,Accuracy,✅ OK,[],
AutoxLSTM,GMM,✅ OK,[],
AutoxLSTM,HuberIQLoss,✅ OK,[],
AutoxLSTM,HuberLoss,✅ OK,[],
AutoxLSTM,HuberMQLoss,✅ OK,[],
AutoxLSTM,IQLoss,✅ OK,[],
AutoxLSTM,MAE,✅ OK,[],
AutoxLSTM,MAPE,✅ OK,[],
AutoxLSTM,MQLoss,✅ OK,[],
AutoxLSTM,MSE,✅ OK,[],
AutoxLSTM,NBMM,✅ OK,[],
AutoxLSTM,PMM,✅ OK,[],
AutoxLSTM,QuantileLayer,✅ OK,[],
AutoxLSTM,RMSE,✅ OK,[],
AutoxLSTM,SMAPE,✅ OK,[],
AutoxLSTM,TukeyLoss,✅ OK,[],
AutoxLSTM,relMSE,✅ OK,[],
AutoxLSTM,sCRPS,✅ OK,[],
